title,category
삼성전자  인텔 꺾고  분기 연속 반도체 매출  위,IT
국내 연구진  자체기술로  다이아 큐비트  생성  상온 양자컴퓨터 응용 ,IT
강남세브란스병원    세 잔위암 환자 수술 성공,IT
 르포 제주도의    번째 오름   카카오 오름 을 아시나요,IT
고가 희토류     줄이고도 전기차 모터용 영구자석 만든다,IT
삼바  에피스 지분 인수로 종합 바이오기업 도약 ,IT
인텔  한정판 프로세서  코어 i       KS  출시,IT
 애플 삼성 새 폰 나오면 무조건 바꿔준다   스마트폰도 구독시대  성큼   인싸IT ,IT
물러나는 여민수  카카오 공동체 안정감 갖게 될 것 ,IT
블루오션 잡았다  LG화학  비알코올성지방간염 신약    임상 승인,IT
네이버  언론사 편집  구독자     만명    인당  개 언론사 구독 ,IT
권영세도 겨냥 조상규 해촉  인수위 갈등 뇌관되나,IT
카카오게임즈 오딘  대만 상륙   흥행에 쏠린 눈,IT
 복잡한 코인  테마별로 나눠 한눈에  ,IT
 구현모 뚝심 통했다  디지코 KT  기업가치  쑥쑥 ,IT
한국인 평생살며 인터넷 하는 시간은   년 아시아 국가  위,IT
 님폰없  밈 장본인  디아블로 이모탈   iOS 사전예약 열었다,IT
한국인 인터넷 얼마나 쓸까 봤더니  일생 중   년 ,IT
 꿈의 양자컴퓨터  내 책상에서도 쓴다,IT
카카오모빌리티  전기택시  만 대로 확대한다 충전기도  만 기로,IT
네이버 뉴스  대세 는 알고리즘 아닌  언론 배열 ,IT
 단독  네이버  손정의가 키운 전자책업체 품었다 일본 웹툰  위 탈환,IT
     독점 희토류 영구자석  국내 독자기술로 만든다,IT
일반라식vs스마일 뭐가 더 나을까   안압 비교 논문 첫 발표,IT
존림 삼성바이오  올해  조원 유상증자     년 현금 배당 ,IT
한 겨울 생명 구하려 바다 뛰어든 시민  명  LG 의인상  수상,IT
바다 불길 뛰어들어 생명 구한 시민  명  LG의인상 ,IT
KT     년 채용 시행 석 박사 대졸 포함    여명,IT
KT   년간  만    명 채용  코딩 우선  SW 개발자 전형 신설,IT
KT그룹   년간  만    명 뽑는다   올해 채용 시작,IT
KT그룹   년 간  만    명 신규 채용  디지코 성장 가속화 ,IT
애플   실적 부진  아이폰SE  세대 생산량 줄인다,IT
서류 없이 코딩테스트로 입사  KT   년 간  만     명 규모 채용,IT
삼성 TSMC  외국 기업도   반도체 지원법 적용 대상 돼야 ,IT
KT  신입사원    명 공개채용 개발자는 코딩 실력만 보고 뽑는다,IT
 비욘드 코리아  카카오  새 시대 개막,IT
카카오모빌리티  전기택시 연내  만대 확대,IT
남궁훈에 바톤 넘긴 여민수  카카오 혁신  응원하겠다 ,IT
카겜즈  오딘   대만 앱마켓 인기    위 석권 글로벌 진출  청신호 ,IT
 인수위 해촉  조상규 변호사  내부에 잡음  갑질 논란 지적,IT
요금인상 타격에 세액공제는 깜깜 토종 OTT 수난기,IT
LG CNS  축구장   배 면적  용인 죽전 데이터센터  사업 수주,IT
 D데이              삼성전자   오스틴 공장 착공,IT
박정호 SK스퀘어 대표  반도체 블록체인 투자 기업가치 증대 원년으로 ,IT
  제재에  휘청  화웨이    년 만에 역성장 매출       ,IT
오딘 대만 흥행 기대감 카카오게임즈 주가  ,IT
내가 버린 냉장고의 변신   삼성 LG  자원 재활용 열중,IT
양자 컴퓨터 시대 보안   정현철 노르마 대표  양자컴퓨팅 시대   퀀텀 시큐리티 로 보안 위협 차단 ,IT
결국  분기  연료비 조정단가 인상  무산  한전  올해도 큰 폭 적자 우려,IT
 주총  카카오 여민수  크루와 함께한 건 큰 보람 회사 적극 응원하겠다 ,IT
 미 제재  화웨이   년만에 역성장 매출       ,IT
네이버뉴스   인당 언론사  곳 구독하고 매일 기사    개 본다,IT
신규확진   만    명 일주일만에 확진자 일시 증가,IT
카카오  남궁훈 사내이사 선임  년 만에 단독대표 전환,IT
카카오모빌리티  플랫폼 기반 전기택시 연내  만대로 늘릴 것 ,IT
 IT인재 모십니다  KT   년 간  만    명 신규 채용 역대 최대,IT
KT  코딩 역량 우수지원자  인성검사 면접으로 뽑는다 ,IT
브라질 리우  비트코인으로 부동산 보유세 받는다,IT
 디지털 이코노미   경쟁 이 촉매 기술 발전해도 일자리는 계속 늘죠,IT
 과학과 놀자  펌 염색은 화학반응 이집트선 진흙 식물 이용했죠,IT
 철권의 신  무릎 배재민 선수 NFT     만원에 낙찰,IT
카카오모빌리티  친환경 전기택시  만대 전기차 충전  만기 확대 나선다,IT
 분기 전기료 인상 없다 한전  높은 물가 상승률 국민 부담 ,IT
카카오 떠나는 여민수 대표  혁신 응원할 것 ,IT
물러나는 여민수  카카오  미래혁신 응원 ,IT
 메타버스  이용인구  억명 시대  스마트폰 대체할 차세대 디바이스는 ,IT
 디지코  KT  해외 투자자 사로잡다  년 반 만에 주가 최고,IT
에버랜드   월  일부터  튤립 NFT  발행 메타버스도 상반기 오픈 등,IT
암호화폐  보라 의 숨가쁜  분기 백서 게임 종합 포털 공개한다,IT
 온실가스 배출 화재위험 없는 레독스흐름전지  상용화길 열렸다,IT
네이버뉴스   언론사 편집  구독자 수     만 돌파,IT
 IPO 준비  블로코  삼성전자 블록체인 사업부 출신 박성훈 부사장 영입,IT
명품 오늘도착 발란  빠른배송  발란 익스프레스  출시,IT
 러 판매 중단 영향   애플  아이폰SE 생산량    만대 줄인다,IT
 주총  카카오   년 만에 단독 대표 체제  한국 모바일  넘어선다 종합 ,IT
일 무인탐사선  년 걸려 다녀온 류구  소행성 아니라  소멸된 혜성 ,IT
카카오모빌리티  연내 전기택시  만대 전기차 충전  만기 확대,IT
브라질 리우  비트코인으로 부동산 보유세 받는다,IT
 디지털 이코노미   경쟁 이 촉매 기술 발전해도 일자리는 계속 늘죠,IT
 과학과 놀자  펌 염색은 화학반응 이집트선 진흙 식물 이용했죠,IT
테슬라   년 만에 또 주식 분할 추진 주가    상승,IT
배달 라이더에  따뜻한 말 한마디  건네고 선물 받으세요,IT
스페이스X  민간 유인 우주선  크루 드래곤  생산 중단,IT
여민수  카카오  클레이튼  웹    이끄는 블록체인 될 것 ,IT
오스템임플란트  외형요건은 갖췄다 거래재개 여부 주목,IT
  비보  X폴드  월  일 발표      만 번 접을 수 있다 ,IT
비트코인   만 천달러 넘겨  테라  준비금 매입 영향 ,IT
비트코인 오름세 테라는   억달러치 매집,IT
오미크론 확산세   자랑  코로나 제로  붕괴 직전  과학을읽다 ,IT
엔씨소프트 북미 유럽 핵심 IP  길드워      주년 넘어 장기 흥행 꿈꾼다,IT
매년     억 뒷돈 MS  중동 아프리카서 짬짜미 의혹,IT
미끄럼만 타도 엉덩이 물집   나비 아이들  유전자 치료법 찾았다,IT
 글로벌포스트   인스타그램  NFT마켓 열면 연  조 수익 예상 ,IT
고조되는 사이버 위협    북한   대통령 교체기  노린다,IT
 미장브리핑  테슬라 주가는 오르고 셰브론은 내리고,IT
애플  아이폰SE  생산     줄였다 이유는 ,IT
우크라  러시아 공격에  스타링크  사용,IT
 속보  카카오 주주총회  남궁훈 사내이사 선임안 통과,IT
 주총  떠나는 카카오 여민수 조수용  카카오 혁신 응원하겠다 ,IT
우크라이나 전역에 사이버 공격   러시아 해커 소행 추정,IT
테슬라   년 만에 또 주식 분할 추진 주가    상승,IT
 정은지의 차이나   효자  던파에 배그까지 휘청 텐센트  아 옛날이여,IT
테슬라도 주식분할 발표  주가는 폭등,IT
메타버스에 암호화폐까지 발행  SK표 가상경제  세계 열리나,IT
 테크톡  인류가   년 전 달에서 했던 일,IT
 애물단지  암호화폐  정의부터 이뤄져야 기본법 입법 올해는 될까,IT
러시아 우크라 침공 때문인가  아이폰 SE  올해  Q 생산      ,IT
카겜  오딘   대만 앱스토어 인기 순위  위    일 출시  청신호 ,IT
유튜브뮤직 공세에 요금 인상 압박까지   사면초가  토종 음원플랫폼,IT
 몰입형 기술과 메타버스  기업 공장 학교에 획기적 변화 ,IT
 자본  지금 NFT 시장에 착륙 언제 떠날지 아무도 몰라 ,IT
 CEO포커스 장용호 SK실트론 사장  구미 반도체 웨이퍼 공장에   조 투자 ,IT
구글  앱통행세  시행 D    방통위 유권해석으로 제동거나,IT
 이단 접이  삼성  세대 폴더폰 출시 임박 코드명  B  Q  N  ,IT
 단독   댓글  개에   만원  쿠팡  입점업체에  상품평 장사 ,IT
삼성전자  주요 매출처  경쟁사  곳 통신사  곳 유통사  곳  재편,IT
 배터리 이어 소재까지  피엔티  분리막 장비 사업 본격화,IT
 DD s톡   월 일 개장하는 싸이월드  NHN벅스  수혜주  될까 ,IT
SKB 넷플릭스 소송  라운드 돌입 정산방식 데이터서버 등 공방,IT
카카오톡 이모티콘  모바일서 사면 PC 보다 두 배 비싼 이유는,IT
인텔 의식한 삼성 TSMC   정부에  외국기업도 동등 지원 필요 ,IT
일론 머스크  또 다시 코로나 확진 증상은 없어,IT
삼성 노조    일부터 전국 사업장 순회 투쟁 이후  쟁의행위 결정 ,IT
테슬라   년만에 또  주식분할  설레는 투자자들  경계해야할 리스크는 ,IT
 이번 모델은 돌돌 접힐까   삼성  하반기  새 폴더블  N  출시,IT
삼성  상당히 놀랍다  감탄 중국  이것  대체 뭐길래,IT
OTT 파편화   인 가구 시대 늘어난  계정 공유  안 막나  못 막나,IT
폴스타  미국에서도 뜨거운 관심   테슬라 대항마로 뜨나,IT
 속보  테슬라   주식분할  추진 프리마켓서    급등,IT
   초 나오는데  천만원  욕 먹는  광고 지옥  포기 못한 이유 있었네,IT
 여기는 강릉  삼척 원전 재추진하나  반핵단체 반발,IT
  화웨이    제재  R D 로 정면돌파  매출 감소에도 순이익      급증 ,IT
 구글  인앱결제  후폭풍   안따르면 앱 삭제  일방통행   갑질방지법  깔아뭉갠 구글의 횡포,IT
SK스퀘어 박정호  반도체 블록체인 투자 ARM도 사고 싶다  종합 ,IT
 구글  인앱결제  후폭풍  울며 겨자먹기로 요금 올리는 토종OTT,IT
시신경 기능 이상  녹내장  시야 흐릿한 증상 천천히 확대,IT
우주 개발 독립 부처    한국판 NASA  탄생하나 ,IT
반도체 블록체인 집중투자  SK스퀘어   년간  조 투입 ,IT
삼성전자 SK하이닉스  사상최대 매출 눈앞에,IT
주류 배달 유료 멤버십 인상   수익화 개선 나선 쿠팡,IT
 코로나   기간 동안 한국인들 바이러스 감염과 백신접종 둘다 위험요소로 인식했다 ,IT
 타다금지법 은 못 참아 ICT 혁신 전도사의 일갈,IT
 단독  엎친 데 덮친 남동발전     외부기업 기술유출 혐의  압수수색,IT
 오 컬쳐  조계현 리더십  믿는 카카오게임즈  넘어야 할 두 가지 숙제,IT
플랫폼  자율규제  방향 잡은   정부 온플법 재검토 가능성도  ,IT
구현모의  디지코 전략  통했다  기업가치 올라가는 KT,IT
젠큐릭스  혈액으로 간암 대장암 조기진단 ,IT
발트 국 접는 폰서  Z  빼는 삼성  러시아 승리 표식 지운다 ,IT
  정부  온라인플랫폼 자율규제 방침 굳히나,IT
젊어지는 카카오택시  MZ 기사   만명 시대 열었다,IT
 단독 규개위   모다모다  유해한지 검증해야  식약처 고시 제동,IT
블록체인 가상자산 생태계로  대기업 거침없는 진격,IT
SK스퀘어가 암호화폐 발행하는 이유,IT
 스타트업 법률상식    참석은 못하는데 서명을 급하게 해야되는 경우  서명대리가 가능할까 ,IT
 분기 D램 가격 약세 지속  분기보다 하락폭은 둔화,IT
창사   주년 SKT  세계 통신시장 리더로,IT
홍콩 연구진 어린이 스텔스오미크론 환자 독감보다  배 위험  방역당국  단순 비교 어려워 ,IT
     만원  억    만원   년새 직원 연봉  배  이게 실화야 ,IT
SK스퀘어   분기 암호화폐 발행  올해 M A도 적극 추진 ,IT
주류 배달 유료 멤버십 인상   수익화 개선 나선 쿠팡,IT
 코로나   기간 동안 한국인들 바이러스 감염과 백신접종 둘다 위험요소로 인식했다 ,IT
 단독  박정호의 승부수 SK코인  카카오와 손잡다,IT
식약처 규제로 퇴출될 뻔한  모다모다  규개위가 되살렸다,IT
 핵잼 사이언스  박쥐는 안티 히어로  피만 먹고 사는 흡혈박쥐의 비밀,IT
네이버의 미래  스노우를 보라 리셀 메타버스에  폭풍투자 ,IT
 꿈의 항암제  국산화 기대감 앱클론   월 중 첫 환자 투약,IT
김태규 바이젠셀 대표  암세포 잘 잡는 T세포 치료제 내년 임상 ,IT
 플랫폼이 갑질  자율규제하자   네 카에 힘 실어주는  ,IT
안드로이드폰으로 일기예보 정확성 높이는 법   Camaliot  프로젝트를 아시나요,IT
카겜즈  오딘   대만 앱스토어 인기  위  정식 출시도 전에 ,IT
 DD 퇴근길   돈 냄새가 난다  메타버스 뛰어드는 대기업들,IT
코인거래소들  잇딴 투자유치로 메타버스 NFT 사업  실탄  장전,IT
LS일렉트릭  핵심 전기차 부품사업  물적분할  승인 개미 투자자들 반발,IT
 음식배달 너무 비싸  그냥 안 먹는다  사람들 진짜 화났다,IT
  스마트폰  Big    모두 폴더블 스마트폰 경쟁 격화 예고,IT
메타버스 사이버보안  한몸  보안업계  눈독   메타버스   ,IT
진급 못했으면 나가라  한국MS 노조 파업 예고,IT
글로벌 지원은 커녕 CCTV규제 몸살 앓는 플랫폼기업  새 정부에선 다르다,IT
의사  원격진료 꺼리지만 막상 경험해보니 긍정 반응,IT
정은경  면역저하제 대상  이부실드  물량 예산 확보 검토 ,IT
삼성 스마트폰  연내  차세대 폼팩터  승부수 띄우나,IT
 차위  차기정부서 실행력 갖춘 강력한 조직체계 만들어야   IT돋보기 ,IT
 파죽지세  던파모 리니지W 아성 넘나,IT
한진칼 경영권분쟁  끝    호반건설  KCGI 보유 한진칼 지분 인수,IT
 기업 죄인 모드 그만   정부  온플법  자율규제  급물살,IT
 모두가  별다방 가는것도 아닌데   회용컵 규제 유예해 달라  안철수의 일갈,IT
VR은 잊어라  빅테크 메타버스 진출 러시,IT
윤성로   차위 역할 윤석열 정부에서도 이어져야 ,IT
 월 활동 종료되는  차위  실행력 아쉬워   정부서 명맥 이어질까,IT
기술 수출    조원 신약  펙수클루  대웅제약  동남아 시장  노크 ,IT
원세훈 집 덮친  그놈 처럼   CCTV 흐려도 걸음 보고 범인 색출,IT
넷플릭스  파워오브 도그   감독상으로 아쉬움 달랬다,IT
 스페셜리포트 통신사  메타버스 데이터활성화  G 등 정부 적극지원 필요 ,IT
세계 최초 ITU 인증부터 양자폰까지   통신업계  양자암호  전쟁,IT
퇴행성 뇌질환 루게릭병 원인은  이것 ,IT
이부진 이서현 지분율 줄어든 삼성SDS  클라우드 가 살 길,IT
 급증  우회전 사고 예방  장애인차 제조기업이 나선 이유는,IT
구글발  쓰나미   콘텐츠 업계 덮친다  IT돋보기 ,IT
  거래일만에 원 달러 환율 다시     원대로,IT
 억명 홀린  던파  넥슨   모바일 콘솔 로 글로벌 겨눈다,IT
김기현 원내대표  윤석열정부  시장 자율 중심 정책 대전환 ,IT
사내이사 모두 바꾸는 카카오  이미지 쇄신  숙제 해결할까,IT
넷플릭스   아카데미 작품상  야심 또 다시 좌절,IT
러시아 중앙은행 해킹됐나    익명 해커    GB 데이터 유출,IT
치솟는 IT업계 연봉 카카오  삼성 제쳤다,IT
해커집단  랩서스  공포 코인거래소도 타깃,IT
게임업체들  블록체인 게임 출시 앞두고 암호화폐 발행 경쟁,IT
삼성 LG전자  악재 속  분기 사상 최대 실적 전망,IT
엔씨 네이버 뤼이드  학습형 AI 속속 도입,IT
쏘카  IPO 속도 SK 이어 롯데렌탈도 주주 합류,IT
올해 블록체인 키워드  다오  공통 목표 가진  탈중앙화 자율조직 ,IT
노재석 SKIET 사장  배터리 분리막 사업  톱티어로 키울 것 ,IT
삼성디지털프라자  비스포크 인기에  년 연속 매출  조 달성,IT
카카오게임즈 P E 게임   자체 IP 중심으로 구체화 ,IT
NFT 키우는 통신  사 자체 플랫폼 콘텐츠가 승부수,IT
 이수만  방시혁 긴장해야겠네  아시아 큰손이 찜한  이것  뭐길래,IT
SK스퀘어   분기에 암호화폐 발행 ARM 투자도 고려 ,IT
다음달  일 문 여는 싸이월드  암호화폐  도토리  선보인다,IT
조계현 카카오게임즈 대표  오딘  대만 공략 자신있어 CB 우려 없다 ,IT
LG유플러스  온라인 요금제 혜택 강화 후 이용자   배 늘었다,IT
 MZ 세대를 잡아라    SK텔레콤   플랜  vs KT  Y ,IT
LG생건   차석용 매직  한번 더 중국 면세점 부진  숙제 로,IT
 넘버스 주성엔지니어링  매출  배 급증 배경은,IT
국경 없던 인터넷에 국경 쌓는다 탈세계화 가속화,IT
 아하  우주    달 탐사선 샘플서  화학원소   개 이상  발견,IT
애플  넷플릭스 제치고 사상 첫 아카데미 작품상,IT
넥슨  PC 콘솔 대전격투게임  던파듀얼   차 테스트 예고,IT
아이폰  프로 프로맥스      만화소 카메라 장착  카툭튀 는 ,IT
정부   월까지 먹는 치료제   만명분 추가 도입 ,IT
빗썸메타  LG CJ로부터 총   억원 투자 유치,IT
후쿠시마 악몽에도    국민 절반 이상  원전 재가동  찬성,IT
현대 지주 정기선 체제 가동 사명 HD현대로 변경,IT
SK스퀘어 반도체 M A  박정호   ARM 투자까지 고려 ,IT
배송전쟁 뛰어든 G마켓 옥션  서울 전역 새벽 휴일배송 ,IT
에너에버배터리솔루션  차세대 그래핀 분리막 연내 개발,IT
영화  돈 룩 업  현실로  지구 충돌 몇시간 전 또 발견된 소행성,IT
러시아 우크라 침공에 스마트폰 시장 불투명  삼성 LG 부품사  전전긍긍 ,IT
넷플릭스   계정공유 제한  일파만파,IT
구글 꼼수에 OTT 요금 줄인상  피시로 결제해야 손해 안본다 ,IT
 선플로 악플을 이긴다    배달 라이더 응원  따말  캠페인 열린다,IT
삼성  폰 부품 표준화  SCM 파장,IT
한종희 삼성 부회장  글로벌 현장 경영  광폭 행보 ,IT
 IT 근로자    만 현직장에 남을 생각 있다 ,IT
카카오게임즈   폭락 공포  달래기      억 오버행 가능성 낮아 ,IT
쉐보레  거대한 덩치 SUV  타호  국내 출시  볼트EV  등 전기차는 올  분기부터 인도,IT
 픽  밀양  새벽하늘 금성 화성 토성 그믐달이 나란히,IT
습도 감지  만배 빠르다  포스텍이 개발한  장수풍뎅이 센서 ,IT
위메이드  소프톤 엔터테인먼트에 전략적 투자 단행,IT
기름값 고공행진중  유가정보 앱 오피넷 및 주유소 차량도착수 분석,IT
검찰   급식 일감몰아주기  삼성전자 웰스토리 압수수색,IT
SK텔레콤 창사   주년  인수 관련 오해 딛고 이통 역사 새로 쓴다 ,IT
 배터리  사  미국에 공장 짓는다    삼원계 Vs 인산철 ,IT
SK스퀘어 박정호  현 기업가치     디스카운트  ARM 등 반도체 투자 검토중 ,IT
SK스퀘어 첫 주총 박정호   반도체 블록체인 집중 투자 ,IT
현대차  아이오닉     독일 전기차 비교평가서 아우디 폴스타 제쳐,IT
SK스퀘어   년간  조 투자 반도체 블록체인 투자 가속화,IT
국내 연구진  루게릭 발병기전 억제법 개발 새 치료제  청신호 ,IT
웨이브 이태현 대표 임기만료 연임 가능성은 ,IT
애플  러시아 제재 추가 조치 국영 카드 지원 중단,IT
 전기차 충전소  신청 폭주  서울시 접수 한 달 만에    건 넘어,IT
SK스퀘어   분기 암호화폐 발행한다 연내 거래소 상장,IT
애플   아이패드프로  세대  빠르면  분기 출시,IT
박정호 SK스퀘어  반도체 블록체인 투자  기업가치 증대 원년 ,IT
일론 머스크 CEO  독자적인  소셜 미디어 플랫폼  만들 수도    진지하게 고려중 ,IT
ASUS  고성능 컨슈머 노트북  종 출시,IT
박정호 SK스퀘어 부회장  올해 M A 기회 많을 것 반도체 블록체인 투자 가속화 ,IT
DRX  발로란트 한국 최강팀 입증 세계 무대 간다,IT
 주총 막오른 신원근  카카오페이 주가 회복 책임 경영 초점 종합 ,IT
크립토피싱 오픈베타 시작  NFT 글로벌 게임 TOP    목표 ,IT
 주총  카카오게임즈 조계현 대표  오딘  대만 공략 자신있다  종합 ,IT
위메이드  소프톤 엔터테인먼트에 전략적 투자 단행,IT
간내 담도암 닮은 간세포암  예후 나쁜 것으로 규명,IT
공공 SW ICT장비 사업금액 사상 첫  조원 돌파,IT
올해 공공 분야 SW ICT 구매 첫  조 돌파   상용SW는     억,IT
원자 세계 더 넓게  더 빨리 들여다 본다,IT
 지금은 과학  연간  천만톤  폐기했던 이것 광촉매로 돌아왔다,IT
버려지는 목초액 연     만t 고부가가치 화합물 만든다,IT
러 우 사태     지진   상하이 봉쇄 반도체 전기차 공급망  빨간불 ,IT
애플  러시아 제재 추가 조치 국영 카드 지원 중단,IT
 전기차 충전소  신청 폭주  서울시 접수 한 달 만에    건 넘어,IT
위메이드  미국 샌프란시스코서  위믹스  기술력 널리 알렸다,IT
쌍용차  에디슨모터스에 매각 백지화  전기차 호조  더 좋은 조건으로 새 인수자 찾을것 ,IT
오미크론 정점 지났다지만    개월마다 새로운 변이 대비해야 ,IT
중력파 검출 그후  년  우주 비밀 향해 달려가는 중력파 천문학,IT
빗썸메타 시드투자에 SK LG CJ 등 대기업들 대거 몰려,IT
BMW  첫 순수 전기차  그란쿠페 i   국내 출시  AI 가 주행중 교통흐름 파악 ,IT
위메이드  소프톤 엔터테인먼트에 전략적 투자,IT
 주총 카카오페이 신원근  스톡옵션 논란 판단 착오 자성하는 계기돼 ,IT
넥슨  격투 게임  DNF 듀얼   차 오픈 베타 테스트  월 진행,IT
LGD 나눔누리 설립   년 장애인 고용 모범 사례 보여줘,IT
택시 승객   명 중  명  이성 합승 서비스 반대 ,IT
위메이드   다크에덴  소프톤엔터테인먼트에 전략적 투자,IT
김가람 더블유게임즈 대표   억 규모 주식 장내 매수,IT
배달대행  IT 물류 플랫폼 변신 신사업 마련  분주 ,IT
에너에버배터리  습식분리막 진출  초읽기  중견업체 공략,IT
쌍용차 인수 불발 충격 에디슨EV   유앤아이  하한가 ,IT
SK스퀘어  반도체 블록체인 투자해 기업가치 증대 ,IT
위메이드  GDC    서 위믹스 기술력 알렸다,IT
KT  국내 최장 서울 부산 구간  양자암호통신  품질평가,IT
LGU   실험 통했다  다이렉트 요금제 가입자   배 ,IT
 주간 클라우드 동향  월   민첩성 확보를 위한 클라우드 도입 및 운영 노하우는 ,IT
 던파 주역  네오플  전 직군 대규모 공채 실시,IT
 단독  방통위  U 모바일tv 방송 송출 중단사태 CJ ENM 조사 착수,IT
 테크리포트 클라우드 보안 핵심  CWPP ,IT
구글발 구독료 인상 도미노 OTT 저렴하게 이용하는 법은 ,IT
대만 진출  D     리니지 형제 와  차전 앞둔  오딘  발할라 라이징 ,IT
자동차 보험료   만원 가량 절약받는 법은 ,IT
검찰  부당지원 의혹  삼성웰스토리  압수수색,IT
초고함량 비타민을 먹어야 하는 이유,IT
루게릭병 일으키는 단백질을 조절했다,IT
아디다스 자체 NFT  ITM  시총  억 달러 돌파 등,IT
엑슨모빌  낭비되는 천연가스로 비트코인 채굴,IT
 새 정부에 바라는 디지털   대 어젠다      부총리제 로 과기 거버넌스 강화를,IT
비보  폴더블폰 이달 출시 삼성디스플레이 패널 탑재,IT
양자 컴퓨터 시대의 보안    양자컴 막을 차세대 보안방패,IT
    년   조원 규모 삼성전자 vs LG전자  인도 가전 승자는 ,IT
퍼스 단백질 뇌 손상기전 첫 규명  루게릭병 치료제 나올까  ,IT
 주간 블록체인  세계 최대 게임 행사서 주인공 된 블록체인  GDC       총정리,IT
KT  국내 최장 서울 부산 구간  양자암호통신  품질평가,IT
똑같이 코로나 걸렸는데 왜 누군 아프고 누군 안 아플까,IT
 G 상용화  년 SKT  글로벌  G MEC 시장 정복 나선다,IT
카카오  사내이사 대거 교체  리더십 개편으로 주가   만원 간다,IT
빗썸메타  SK LG CJ 계열사와 동맹 메타버스 주도권 잡을까 ,IT
오웬 마호니 넥슨 대표    김정주의 꿈  대신 이룰 것 ,IT
파티 게임  어몽어스  디도스 공격받아  미국 유럽 서버 다운 ,IT
  FCC    통신사 안보 위협       근거없이 권리 남용 ,IT
비에이치  LG전자 차량용 무선충전사업 인수,IT
컴투스홀딩스 컴투스   오아시스 블록체인 프로젝트  합류,IT
스포티파이  러시아 서비스 전면 중단,IT
새벽  절반이 골프장행      가장 핫한 곳은,IT
 주총  카겜 조계현  대만 오딘  리니지 M 따라잡을 자신 있다 ,IT
SK스퀘어가 도입한  CEO 프레젠테이션 면접  방식은 ,IT
KT  국내 최장 양자암호통신 설비 평가 시행 글로벌 협력도 확대,IT
NFT 사기범  미국에서 첫 기소,IT
비트코인 이더리움       연초 가격대 회복,IT
코로나   사망자    명     주 후 사망 위중증 증가 예의주시 ,IT
KT  서울 부산 구간 양자암호통신 품질평가 시행,IT
빗썸메타  SK LG CJ 계열사로부터 투자받아,IT
 월 말까지   만명분 경구용 치료제 도입될 듯 AZ  이부실드 도 검토,IT
빗썸  NFT 메타버스 에 LG CJ SK 계열사 투자 몰렸다,IT
싹트는 가정용 식물재배기 시장  어디까지 자랄까,IT
GDC 마무리한 위메이드  전 세계에  위믹스  알렸다 ,IT
IT업계    만이  현 직장 남겠다   대다수가 이직 원해,IT
애플 결제     원 vs PC     원 같은 콘텐츠  배 가격 왜 ,IT
새벽에 T맵으로 가장 많이 찾은 곳은  골프장 ,IT
포켓몬빵 열풍에  강제 재소환 된 이것 인기 끌까,IT
 월  일 오픈 앞둔 싸이월드 암호화폐  도토리 도 발행한다,IT
마이크로소프트 탄소 네거티브 선언  주년  지속가능성 보고서 발표,IT
동백나무서 벌꿀 생산 가능성 입증    약     생산 가능,IT
위메이드   GDC       성황리 종료  위믹스  기술력 알려,IT
티맵  새벽 도로 달리는 차  인기 목적지 절반이  골프장  ,IT
아이폰 SE  세대 사용해보니  백문이 불여IT견 ,IT
애플 구글 결제 서비스  러시아 국영  미르카드  지원 중단,IT
KT  서울 부산    km에  양자  심었다  국토 내 최장거리 ,IT
SK LG CJ  빗썸메타에   억원 공동 투자   NFT 본격 진출,IT
코나투스 설문조사  이성과 합승한다면 택시 안 타겠다 ,IT
 내 돈 내놔  카카오벤처스 크래프톤 전직 고위 임원 소송 나서,IT
일론 머스크  푸틴  나보다 훨씬 부자다 ,IT
 월 말까지   만명분 경구용 치료제 도입될 듯 AZ  이부실드 도 검토,IT
빗썸  NFT 메타버스 에 LG CJ SK 계열사 투자 몰렸다,IT
 고든 정의 TECH   특명  길이   m 초대형 쓰래기를 재활용하라,IT
영국 재무성  곧 가상자산 규제 발표할 것 ,IT
LGU   다이렉트 요금제  이용자 의견 반영 후 가입자   배 ,IT
이번엔 진짜  도토리 코인   싸이월드  공식 암호화폐 내놓는다,IT
 M 칩 맥세이프 충전 기능 갖춘 아이패드 프로  올 가을 나온다 ,IT
비트코인 석달만에  만    달러 돌파,IT
러시아 폰 기업    제재로 화웨이 OS 탑재설,IT
우리 동네  만성 호흡기 질환  진료 잘하는 병원은,IT
 동아쏘시오홀딩스  자회사 기업가치 상승으로 주가  ,IT
프로야구  내 팀  이기면 신한  적금 금리 최고     ,IT
 체험기   던파모바일   잘 만들었을 뿐인데 매출  쑥쑥 ,IT
키작고 수줍었던 한국 소녀  세계 최고 물리학회장 된 비결은 ,IT
 MS  매년     억원 이상 해외뇌물 제공한다  전 직원 폭로,IT
 카툭튀 심한 아이폰   프로      만 화소 카메라 때문 ,IT
 미장브리핑  일본 엔화 약세  달러당    엔갈까,IT
매일 새벽 T맵 이용자가 가장 많이 찾은 곳은  골프장 ,IT
 유한양행   렉라자  단독 임상 등 신약 가치에 주목 ,IT
빗썸메타  SK LG CJ 계열사와 동맹    올스타팀  꾸렸다,IT
아바타 ET보다 월등하다  오스카 최고 SF영화 부동의  위는,IT
 더 줄테니 떠나지마  애플은 주식 보너스  아마존은 임금 인상,IT
 글로벌포스트  러시아 미국 발 훈풍에 비트코인    만달러 돌파,IT
 KT스카이라이프   년    위성방송 외길 종합미디어콘텐츠플랫폼 새길 연다  IT돋보기 ,IT
